OrdenID,LineaID,ServicioID,Servicio,FamiliaServicio,Averia,HorasManoObra,PrecioHora,PiezasCoste
2007249,1,S005,Aire acondicionado,Climatización,Climatización,2.07,63.0,159.33
2007249,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.86,60.0,8.31
2007250,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.49,60.0,31.68
2007250,2,S007,Neumáticos,Ruedas,Ruedas,1.22,52.25,120.17
2007250,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.82,45.0,18.17
2007251,1,S002,Pastillas freno,Frenos,Frenos,1.28,55.12,50.72
2007252,1,S004,Batería,Electricidad,Electricidad,0.86,49.88,109.05
2007253,1,S003,Discos freno,Frenos,Frenos,1.51,57.75,93.21
2007253,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.74,59.85,58.49
2007254,1,S005,Aire acondicionado,Climatización,Climatización,1.88,63.0,115.07
2007255,1,S002,Pastillas freno,Frenos,Frenos,0.71,50.0,64.4
2007256,1,S005,Aire acondicionado,Climatización,Climatización,1.87,59.85,189.4
2007256,2,S002,Pastillas freno,Frenos,Frenos,0.87,52.5,42.46
2007257,1,S003,Discos freno,Frenos,Frenos,1.66,57.75,123.71
2007258,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.07,45.0,19.27
2007259,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.03,66.15,44.83
2007260,1,S004,Batería,Electricidad,Electricidad,1.02,50.0,75.42
2007260,2,S003,Discos freno,Frenos,Frenos,1.89,55.0,155.46
2007261,1,S006,ITV precheck,Inspección,Inspección,1.46,45.0,14.0
2007261,2,S002,Pastillas freno,Frenos,Frenos,1.81,50.0,43.96
2007262,1,S003,Discos freno,Frenos,Frenos,2.05,60.64,129.59
2007263,1,S002,Pastillas freno,Frenos,Frenos,1.22,55.12,55.4
2007264,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,49.61,38.74
2007265,1,S007,Neumáticos,Ruedas,Ruedas,1.3,54.86,311.76
2007265,2,S004,Batería,Electricidad,Electricidad,0.3,55.12,96.73
2007266,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.07,44.89,30.59
2007267,1,S005,Aire acondicionado,Climatización,Climatización,1.81,60.0,239.14
2007268,1,S006,ITV precheck,Inspección,Inspección,1.11,45.0,3.67
2007269,1,S004,Batería,Electricidad,Electricidad,0.3,55.12,162.57
2007270,1,S005,Aire acondicionado,Climatización,Climatización,1.81,60.0,92.9
2007270,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.3,42.75,32.81
2007270,3,S002,Pastillas freno,Frenos,Frenos,1.34,52.5,36.82
2007271,1,S003,Discos freno,Frenos,Frenos,1.72,57.75,101.28
2007271,2,S002,Pastillas freno,Frenos,Frenos,0.92,52.5,68.14
2007271,3,S005,Aire acondicionado,Climatización,Climatización,2.07,63.0,189.53
2007272,1,S004,Batería,Electricidad,Electricidad,1.35,52.5,121.72
2007272,2,S002,Pastillas freno,Frenos,Frenos,1.29,49.88,85.45
2007273,1,S006,ITV precheck,Inspección,Inspección,1.21,47.25,9.75
2007274,1,S003,Discos freno,Frenos,Frenos,1.9,55.0,65.31
2007275,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.81,47.25,24.93
2007275,2,S002,Pastillas freno,Frenos,Frenos,1.15,52.5,54.53
2007275,3,S004,Batería,Electricidad,Electricidad,0.59,50.0,114.68
2007276,1,S005,Aire acondicionado,Climatización,Climatización,2.21,60.0,132.58
2007277,1,S002,Pastillas freno,Frenos,Frenos,1.02,52.5,40.29
2007278,1,S004,Batería,Electricidad,Electricidad,0.62,52.5,164.77
2007279,1,S006,ITV precheck,Inspección,Inspección,0.89,45.0,16.53
2007279,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.04,60.0,43.99
2007280,1,S004,Batería,Electricidad,Electricidad,0.4,52.5,79.84
2007281,1,S004,Batería,Electricidad,Electricidad,0.62,52.5,170.5
2007282,1,S004,Batería,Electricidad,Electricidad,0.51,52.5,116.0
2007283,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.8,49.61,26.97
2007283,2,S006,ITV precheck,Inspección,Inspección,1.28,44.89,19.75
2007284,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.16,60.0,27.55
2007284,2,S005,Aire acondicionado,Climatización,Climatización,1.87,60.0,190.18
2007285,1,S002,Pastillas freno,Frenos,Frenos,1.77,47.5,64.31
2007285,2,S005,Aire acondicionado,Climatización,Climatización,1.99,60.0,182.97
2007286,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.43,63.0,50.55
2007287,1,S002,Pastillas freno,Frenos,Frenos,1.54,50.0,85.2
2007288,1,S002,Pastillas freno,Frenos,Frenos,1.36,52.5,45.41
2007289,1,S002,Pastillas freno,Frenos,Frenos,1.02,55.12,78.23
2007289,2,S006,ITV precheck,Inspección,Inspección,0.89,47.25,7.96
2007289,3,S003,Discos freno,Frenos,Frenos,2.1,57.75,143.45
2007290,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.64,45.0,16.49
2007291,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.64,45.0,19.67
2007292,1,S006,ITV precheck,Inspección,Inspección,1.31,45.0,12.51
2007293,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.8,45.0,25.7
2007294,1,S005,Aire acondicionado,Climatización,Climatización,1.48,63.0,134.51
2007295,1,S007,Neumáticos,Ruedas,Ruedas,1.51,54.86,171.37
2007295,2,S006,ITV precheck,Inspección,Inspección,1.32,47.25,17.04
2007295,3,S002,Pastillas freno,Frenos,Frenos,1.51,52.5,59.43
2007296,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.05,60.0,21.46
2007297,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.21,63.0,11.44
2007298,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.8,45.0,30.87
2007298,2,S003,Discos freno,Frenos,Frenos,1.77,55.0,82.24
2007299,1,S005,Aire acondicionado,Climatización,Climatización,1.99,57.0,126.65
2007299,2,S007,Neumáticos,Ruedas,Ruedas,1.75,55.0,326.29
2007299,3,S002,Pastillas freno,Frenos,Frenos,1.4,50.0,64.36
2007300,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.86,45.0,15.06
2007300,2,S006,ITV precheck,Inspección,Inspección,1.23,45.0,7.24
2007301,1,S002,Pastillas freno,Frenos,Frenos,1.31,49.88,33.62
2007302,1,S004,Batería,Electricidad,Electricidad,0.73,50.0,171.74
2007303,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.36,57.0,53.71
2007303,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.42,45.0,33.02
2007304,1,S006,ITV precheck,Inspección,Inspección,0.92,47.25,18.37
2007305,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.63,47.25,36.58
2007306,1,S002,Pastillas freno,Frenos,Frenos,1.12,49.88,38.53
2007306,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.73,47.25,37.4
2007307,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.55,44.89,19.37
2007308,1,S007,Neumáticos,Ruedas,Ruedas,1.1,57.75,317.14
2007309,1,S006,ITV precheck,Inspección,Inspección,0.88,47.25,10.3
2007309,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.83,45.0,33.61
2007310,1,S005,Aire acondicionado,Climatización,Climatización,2.28,59.85,221.59
2007311,1,S005,Aire acondicionado,Climatización,Climatización,1.8,59.85,237.65
2007312,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.15,63.0,10.47
2007313,1,S005,Aire acondicionado,Climatización,Climatización,1.96,63.0,161.91
2007313,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.68,49.61,16.09
2007314,1,S003,Discos freno,Frenos,Frenos,2.35,52.25,87.32
2007315,1,S005,Aire acondicionado,Climatización,Climatización,2.12,60.0,219.11
2007315,2,S006,ITV precheck,Inspección,Inspección,1.12,47.25,14.42
2007315,3,S007,Neumáticos,Ruedas,Ruedas,1.72,55.0,303.78
2007316,1,S002,Pastillas freno,Frenos,Frenos,1.22,52.5,77.53
2007316,2,S007,Neumáticos,Ruedas,Ruedas,1.53,60.64,266.99
2007317,1,S007,Neumáticos,Ruedas,Ruedas,1.45,55.0,288.48
2007317,2,S005,Aire acondicionado,Climatización,Climatización,2.05,57.0,100.87
2007318,1,S002,Pastillas freno,Frenos,Frenos,1.09,52.5,69.92
2007319,1,S006,ITV precheck,Inspección,Inspección,1.49,49.61,16.67
2007319,2,S004,Batería,Electricidad,Electricidad,0.69,52.5,97.9
2007320,1,S002,Pastillas freno,Frenos,Frenos,1.44,47.5,86.42
2007321,1,S002,Pastillas freno,Frenos,Frenos,1.3,49.88,63.03
2007322,1,S005,Aire acondicionado,Climatización,Climatización,1.8,63.0,225.03
2007323,1,S004,Batería,Electricidad,Electricidad,0.3,52.5,162.72
2007323,2,S002,Pastillas freno,Frenos,Frenos,1.06,52.5,49.58
2007324,1,S003,Discos freno,Frenos,Frenos,1.59,57.75,63.63
2007324,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.83,47.25,21.21
2007325,1,S005,Aire acondicionado,Climatización,Climatización,1.89,60.0,162.29
2007326,1,S006,ITV precheck,Inspección,Inspección,1.17,44.89,1.25
2007326,2,S005,Aire acondicionado,Climatización,Climatización,1.38,66.15,96.3
2007327,1,S003,Discos freno,Frenos,Frenos,1.6,60.64,106.2
2007327,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.96,63.0,43.06
2007328,1,S004,Batería,Electricidad,Electricidad,0.88,52.5,81.9
2007328,2,S002,Pastillas freno,Frenos,Frenos,1.16,52.5,41.19
2007329,1,S005,Aire acondicionado,Climatización,Climatización,2.09,57.0,145.44
2007329,2,S003,Discos freno,Frenos,Frenos,2.25,57.75,125.08
2007330,1,S006,ITV precheck,Inspección,Inspección,1.48,47.25,2.21
2007330,2,S004,Batería,Electricidad,Electricidad,0.73,52.5,157.07
2007330,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.41,60.0,1.33
2007331,1,S003,Discos freno,Frenos,Frenos,1.76,55.0,88.33
2007332,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.94,44.89,29.22
2007332,2,S004,Batería,Electricidad,Electricidad,0.79,49.88,109.4
2007333,1,S003,Discos freno,Frenos,Frenos,1.77,57.75,107.09
2007334,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.96,45.0,21.33
2007335,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.83,63.0,8.32
2007335,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.88,47.25,35.11
2007336,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.75,47.25,18.25
2007337,1,S002,Pastillas freno,Frenos,Frenos,1.29,49.88,62.82
2007337,2,S006,ITV precheck,Inspección,Inspección,1.06,47.25,7.72
2007338,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.12,63.0,26.87
2007339,1,S007,Neumáticos,Ruedas,Ruedas,1.73,55.0,151.65
2007340,1,S005,Aire acondicionado,Climatización,Climatización,2.57,60.0,235.53
2007341,1,S005,Aire acondicionado,Climatización,Climatización,2.26,63.0,235.28
2007342,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.36,59.85,25.7
2007343,1,S004,Batería,Electricidad,Electricidad,0.76,50.0,179.02
2007343,2,S006,ITV precheck,Inspección,Inspección,1.14,45.0,8.15
2007343,3,S007,Neumáticos,Ruedas,Ruedas,1.8,57.75,124.59
2007344,1,S004,Batería,Electricidad,Electricidad,0.71,52.5,167.73
2007345,1,S004,Batería,Electricidad,Electricidad,1.1,49.88,123.05
2007346,1,S006,ITV precheck,Inspección,Inspección,0.96,47.25,19.44
2007347,1,S002,Pastillas freno,Frenos,Frenos,1.26,47.5,74.0
2007347,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.95,45.0,25.94
2007348,1,S007,Neumáticos,Ruedas,Ruedas,1.73,57.75,295.95
2007349,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.3,45.0,19.99
2007349,2,S004,Batería,Electricidad,Electricidad,0.94,50.0,93.6
2007350,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.46,63.0,5.05
2007350,2,S004,Batería,Electricidad,Electricidad,0.84,50.0,133.96
2007351,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.51,47.25,34.15
2007352,1,S004,Batería,Electricidad,Electricidad,0.84,52.5,76.81
2007352,2,S007,Neumáticos,Ruedas,Ruedas,1.61,55.0,140.68
2007353,1,S003,Discos freno,Frenos,Frenos,2.36,60.64,142.58
2007354,1,S005,Aire acondicionado,Climatización,Climatización,2.3,60.0,134.44
2007354,2,S006,ITV precheck,Inspección,Inspección,1.26,45.0,5.44
2007355,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.01,49.61,20.26
2007356,1,S007,Neumáticos,Ruedas,Ruedas,1.24,57.75,332.26
2007357,1,S004,Batería,Electricidad,Electricidad,1.17,52.5,95.33
2007357,2,S002,Pastillas freno,Frenos,Frenos,0.9,52.5,58.74
2007358,1,S007,Neumáticos,Ruedas,Ruedas,1.85,57.75,212.37
2007359,1,S004,Batería,Electricidad,Electricidad,0.34,50.0,90.68
2007359,2,S007,Neumáticos,Ruedas,Ruedas,1.24,55.0,338.19
2007360,1,S002,Pastillas freno,Frenos,Frenos,1.04,49.88,61.9
2007360,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.07,47.25,19.54
2007361,1,S004,Batería,Electricidad,Electricidad,0.83,49.88,73.17
2007361,2,S005,Aire acondicionado,Climatización,Climatización,1.72,63.0,173.16
2007362,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.59,63.0,29.21
2007363,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.43,57.0,57.64
2007364,1,S004,Batería,Electricidad,Electricidad,0.32,52.5,131.37
2007364,2,S007,Neumáticos,Ruedas,Ruedas,1.53,57.75,149.01
2007365,1,S006,ITV precheck,Inspección,Inspección,1.05,45.0,16.24
2007366,1,S005,Aire acondicionado,Climatización,Climatización,2.13,66.15,209.08
2007367,1,S002,Pastillas freno,Frenos,Frenos,1.13,47.5,32.81
2007367,2,S006,ITV precheck,Inspección,Inspección,0.93,42.75,5.61
2007368,1,S003,Discos freno,Frenos,Frenos,1.73,55.0,87.65
2007369,1,S003,Discos freno,Frenos,Frenos,1.83,55.0,113.45
2007369,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.93,42.75,18.01
2007369,3,S004,Batería,Electricidad,Electricidad,0.87,47.5,178.38
2007370,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.65,45.0,20.05
2007371,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.19,60.0,49.79
2007372,1,S004,Batería,Electricidad,Electricidad,0.54,50.0,132.81
2007373,1,S006,ITV precheck,Inspección,Inspección,0.83,44.89,4.41
2007374,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.2,47.25,18.55
2007374,2,S005,Aire acondicionado,Climatización,Climatización,2.09,63.0,171.29
2007375,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.12,44.89,31.12
2007376,1,S007,Neumáticos,Ruedas,Ruedas,1.1,57.75,281.2
2007377,1,S004,Batería,Electricidad,Electricidad,0.69,47.5,156.16
2007378,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.57,49.61,23.96
2007379,1,S007,Neumáticos,Ruedas,Ruedas,1.44,57.75,273.73
2007380,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.2,66.15,1.37
2007381,1,S005,Aire acondicionado,Climatización,Climatización,2.14,63.0,128.34
2007382,1,S002,Pastillas freno,Frenos,Frenos,1.32,47.5,56.47
2007383,1,S006,ITV precheck,Inspección,Inspección,1.48,47.25,8.76
2007384,1,S004,Batería,Electricidad,Electricidad,0.3,47.5,74.58
2007385,1,S005,Aire acondicionado,Climatización,Climatización,1.93,60.0,115.47
2007385,2,S003,Discos freno,Frenos,Frenos,1.61,55.0,136.11
2007386,1,S005,Aire acondicionado,Climatización,Climatización,1.83,60.0,169.46
2007386,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.87,45.0,23.16
2007386,3,S006,ITV precheck,Inspección,Inspección,0.83,45.0,7.63
2007387,1,S002,Pastillas freno,Frenos,Frenos,1.01,55.12,59.59
2007387,2,S005,Aire acondicionado,Climatización,Climatización,2.23,59.85,170.38
2007387,3,S006,ITV precheck,Inspección,Inspección,0.45,47.25,0.22
2007388,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.16,47.25,17.53
2007388,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.39,63.0,36.34
2007389,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.01,59.85,31.26
2007390,1,S003,Discos freno,Frenos,Frenos,2.09,52.25,73.95
2007391,1,S002,Pastillas freno,Frenos,Frenos,1.04,50.0,74.29
2007391,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.73,60.0,36.08
2007392,1,S006,ITV precheck,Inspección,Inspección,0.69,49.61,7.15
2007392,2,S005,Aire acondicionado,Climatización,Climatización,1.86,59.85,126.32
2007393,1,S006,ITV precheck,Inspección,Inspección,0.99,45.0,8.17
2007394,1,S007,Neumáticos,Ruedas,Ruedas,1.43,57.75,172.24
2007395,1,S004,Batería,Electricidad,Electricidad,1.15,52.5,81.53
2007396,1,S003,Discos freno,Frenos,Frenos,1.91,55.0,132.78
2007397,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.8,45.0,36.72
2007398,1,S006,ITV precheck,Inspección,Inspección,1.18,47.25,0.14
2007399,1,S005,Aire acondicionado,Climatización,Climatización,2.03,59.85,194.55
2007400,1,S007,Neumáticos,Ruedas,Ruedas,1.35,60.64,175.29
2007401,1,S005,Aire acondicionado,Climatización,Climatización,2.03,57.0,213.32
2007402,1,S005,Aire acondicionado,Climatización,Climatización,1.97,63.0,82.86
2007402,2,S007,Neumáticos,Ruedas,Ruedas,1.4,57.75,229.38
2007403,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.4,63.0,58.62
2007403,2,S003,Discos freno,Frenos,Frenos,2.18,55.0,91.52
2007404,1,S005,Aire acondicionado,Climatización,Climatización,1.88,59.85,107.76
2007405,1,S007,Neumáticos,Ruedas,Ruedas,1.54,57.75,180.77
2007406,1,S006,ITV precheck,Inspección,Inspección,1.26,49.61,11.65
2007406,2,S005,Aire acondicionado,Climatización,Climatización,2.68,63.0,88.83
2007407,1,S003,Discos freno,Frenos,Frenos,1.79,60.64,115.47
2007408,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.97,45.0,39.89
2007409,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.14,60.0,40.41
2007410,1,S003,Discos freno,Frenos,Frenos,1.83,55.0,133.59
2007410,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.72,57.0,24.18
2007410,3,S007,Neumáticos,Ruedas,Ruedas,1.75,52.25,258.32
2007411,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.51,49.61,30.73
2007412,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.78,47.25,20.54
2007413,1,S007,Neumáticos,Ruedas,Ruedas,1.67,57.75,180.02
2007413,2,S003,Discos freno,Frenos,Frenos,1.29,57.75,144.85
2007414,1,S006,ITV precheck,Inspección,Inspección,0.75,44.89,1.96
2007415,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.5,57.0,42.79
2007415,2,S003,Discos freno,Frenos,Frenos,1.55,55.0,80.6
2007415,3,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.6,42.75,15.12
2007416,1,S005,Aire acondicionado,Climatización,Climatización,2.13,59.85,188.88
2007416,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.62,47.25,39.7
2007417,1,S004,Batería,Electricidad,Electricidad,1.18,50.0,160.04
2007417,2,S003,Discos freno,Frenos,Frenos,1.54,55.0,145.19
2007417,3,S006,ITV precheck,Inspección,Inspección,0.73,45.0,1.61
2007418,1,S003,Discos freno,Frenos,Frenos,1.98,52.25,147.65
2007419,1,S004,Batería,Electricidad,Electricidad,0.88,47.5,134.13
2007419,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.06,60.0,13.98
2007420,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.7,66.15,19.42
2007420,2,S004,Batería,Electricidad,Electricidad,0.35,49.88,165.9
2007421,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.55,63.0,23.88
2007422,1,S002,Pastillas freno,Frenos,Frenos,1.18,52.5,42.49
2007423,1,S004,Batería,Electricidad,Electricidad,0.3,52.5,168.86
2007424,1,S006,ITV precheck,Inspección,Inspección,1.11,47.25,2.42
2007425,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.87,47.25,36.56
2007426,1,S007,Neumáticos,Ruedas,Ruedas,1.63,57.75,338.41
2007427,1,S002,Pastillas freno,Frenos,Frenos,1.52,52.5,39.69
2007427,2,S006,ITV precheck,Inspección,Inspección,1.31,47.25,10.22
2007428,1,S003,Discos freno,Frenos,Frenos,2.12,54.86,117.41
2007429,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.78,66.15,58.87
2007430,1,S005,Aire acondicionado,Climatización,Climatización,1.92,63.0,190.13
2007431,1,S002,Pastillas freno,Frenos,Frenos,1.3,55.12,44.36
2007431,2,S004,Batería,Electricidad,Electricidad,0.53,55.12,150.33
2007431,3,S005,Aire acondicionado,Climatización,Climatización,1.36,63.0,90.96
2007432,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.5,44.89,27.87
2007432,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.05,66.15,42.19
2007433,1,S007,Neumáticos,Ruedas,Ruedas,1.79,55.0,334.9
2007434,1,S003,Discos freno,Frenos,Frenos,1.04,55.0,150.47
2007435,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.21,66.15,8.8
2007436,1,S003,Discos freno,Frenos,Frenos,2.05,60.64,111.29
2007436,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.26,47.25,38.32
2007437,1,S002,Pastillas freno,Frenos,Frenos,1.58,49.88,50.22
2007438,1,S006,ITV precheck,Inspección,Inspección,0.99,42.75,16.21
2007439,1,S007,Neumáticos,Ruedas,Ruedas,1.58,60.64,164.89
2007440,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.49,47.25,15.75
2007441,1,S004,Batería,Electricidad,Electricidad,0.99,52.5,108.06
2007442,1,S006,ITV precheck,Inspección,Inspección,1.23,45.0,13.85
2007443,1,S007,Neumáticos,Ruedas,Ruedas,1.45,57.75,292.67
2007443,2,S005,Aire acondicionado,Climatización,Climatización,2.18,66.15,80.9
2007443,3,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.57,59.85,49.3
2007444,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.05,59.85,43.91
2007445,1,S002,Pastillas freno,Frenos,Frenos,1.53,55.12,83.02
2007446,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.97,57.0,18.86
2007446,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.05,47.25,18.21
2007446,3,S005,Aire acondicionado,Climatización,Climatización,2.34,60.0,109.32
2007447,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.34,49.61,18.74
2007447,2,S005,Aire acondicionado,Climatización,Climatización,1.43,59.85,209.56
2007448,1,S003,Discos freno,Frenos,Frenos,1.44,55.0,154.01
2007448,2,S005,Aire acondicionado,Climatización,Climatización,2.18,57.0,81.78
2007448,3,S007,Neumáticos,Ruedas,Ruedas,1.46,55.0,231.28
2007449,1,S005,Aire acondicionado,Climatización,Climatización,1.78,57.0,140.71
2007450,1,S007,Neumáticos,Ruedas,Ruedas,1.67,52.25,344.54
2007451,1,S007,Neumáticos,Ruedas,Ruedas,1.02,55.0,313.41
2007451,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.75,42.75,18.8
2007452,1,S004,Batería,Electricidad,Electricidad,0.41,50.0,120.13
2007452,2,S002,Pastillas freno,Frenos,Frenos,1.1,47.5,75.16
2007453,1,S005,Aire acondicionado,Climatización,Climatización,2.1,60.0,96.66
2007454,1,S005,Aire acondicionado,Climatización,Climatización,2.58,60.0,155.4
2007454,2,S007,Neumáticos,Ruedas,Ruedas,1.49,57.75,320.56
2007455,1,S007,Neumáticos,Ruedas,Ruedas,1.42,55.0,295.88
2007456,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.45,49.61,17.28
2007456,2,S006,ITV precheck,Inspección,Inspección,1.04,47.25,17.6
2007457,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.29,60.0,35.08
2007458,1,S002,Pastillas freno,Frenos,Frenos,1.41,52.5,49.21
2007458,2,S007,Neumáticos,Ruedas,Ruedas,0.79,52.25,318.8
2007458,3,S003,Discos freno,Frenos,Frenos,2.07,55.0,98.24
2007459,1,S006,ITV precheck,Inspección,Inspección,0.92,44.89,12.36
2007459,2,S005,Aire acondicionado,Climatización,Climatización,2.35,66.15,179.86
2007460,1,S003,Discos freno,Frenos,Frenos,2.09,52.25,114.96
2007461,1,S004,Batería,Electricidad,Electricidad,0.59,50.0,106.39
2007461,2,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,1.33,63.0,56.4
2007462,1,S005,Aire acondicionado,Climatización,Climatización,2.13,63.0,106.44
2007463,1,S003,Discos freno,Frenos,Frenos,1.61,52.25,105.61
2007464,1,S004,Batería,Electricidad,Electricidad,0.89,49.88,154.71
2007464,2,S001,Cambio aceite,Mantenimiento,Mantenimiento,1.06,49.61,19.86
2007465,1,S006,ITV precheck,Inspección,Inspección,0.81,47.25,16.81
2007465,2,S005,Aire acondicionado,Climatización,Climatización,2.33,63.0,86.94
2007466,1,S003,Discos freno,Frenos,Frenos,1.47,60.64,75.58
2007466,2,S006,ITV precheck,Inspección,Inspección,0.95,47.25,6.25
2007467,1,S004,Batería,Electricidad,Electricidad,1.07,47.5,134.73
2007467,2,S005,Aire acondicionado,Climatización,Climatización,2.3,60.0,190.62
2007468,1,S002,Pastillas freno,Frenos,Frenos,0.88,52.5,39.7
2007468,2,S005,Aire acondicionado,Climatización,Climatización,1.75,63.0,124.46
2007469,1,S007,Neumáticos,Ruedas,Ruedas,1.42,57.75,305.6
2007470,1,S005,Aire acondicionado,Climatización,Climatización,2.09,57.0,239.99
2007471,1,S002,Pastillas freno,Frenos,Frenos,1.46,50.0,51.32
2007471,2,S005,Aire acondicionado,Climatización,Climatización,2.02,63.0,151.62
2007472,1,S007,Neumáticos,Ruedas,Ruedas,1.88,54.86,313.22
2007473,1,S002,Pastillas freno,Frenos,Frenos,1.11,55.12,50.71
2007474,1,S005,Aire acondicionado,Climatización,Climatización,2.27,60.0,200.04
2007475,1,S006,ITV precheck,Inspección,Inspección,1.24,47.25,17.37
2007475,2,S002,Pastillas freno,Frenos,Frenos,1.23,52.5,75.61
2007476,1,S001,Cambio aceite,Mantenimiento,Mantenimiento,0.67,47.25,28.47
2007477,1,S006,ITV precheck,Inspección,Inspección,0.77,47.25,19.55
2007478,1,S007,Neumáticos,Ruedas,Ruedas,1.89,52.25,264.06
2007479,1,S008,Sensor/diagnóstico,Diagnóstico,Diagnóstico,0.94,66.15,11.46
