ReservaID,LineaID,HotelID,HotelNombre,DestinoID,PaisDestino,CiudadDestino,Regimen,Noches,Viajeros,PrecioNoche
3004959,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,4,2,85.5
3004960,1,H0009,Aureo París 1,D004,Francia,París,Pensión completa,2,2,89.77
3004961,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,6,3,119.7
3004962,1,H0001,CityStay Roma 1,D001,Italia,Roma,Solo alojamiento,7,1,99.75
3004963,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Pensión completa,2,1,94.76
3004964,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Pensión completa,4,1,89.78
3004965,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Solo alojamiento,3,4,67.5
3004966,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Media pensión,4,2,115.5
3004967,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,3,1,91.88
3004968,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Media pensión,3,1,67.5
3004969,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,5,3,69.83
3004970,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,5,2,67.5
3004971,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Pensión completa,6,1,99.75
3004972,1,H0009,Aureo París 1,D004,Francia,París,Media pensión,3,1,94.5
3004973,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Pensión completa,6,1,139.65
3004974,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Media pensión,3,1,66.15
3004975,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Pensión completa,4,1,122.85
3004976,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,6,2,73.5
3004977,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,4,4,73.5
3004978,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,2,2,73.5
3004979,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,5,4,154.35
3004980,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,7,1,126.0
3004981,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Solo alojamiento,2,1,139.65
3004982,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,7,1,94.76
3004983,1,H0031,Aureo Valencia 3,D011,España,Valencia,Media pensión,4,1,63.0
3004984,1,H0001,CityStay Roma 1,D001,Italia,Roma,Media pensión,3,2,99.75
3004985,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,4,1,119.7
3004986,1,H0029,Sakura Valencia 1,D011,España,Valencia,Media pensión,3,2,87.5
3004987,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,7,2,94.76
3004988,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,5,2,67.5
3004989,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Pensión completa,5,2,115.5
3004990,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Solo alojamiento,7,2,162.5
3004991,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Solo alojamiento,5,1,166.25
3004992,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Desayuno,6,1,67.5
3004993,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Solo alojamiento,7,4,119.7
3004994,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,6,3,118.75
3004995,1,H0010,Sakura París 2,D004,Francia,París,Media pensión,3,2,99.23
3004996,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,2,2,136.5
3004997,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Solo alojamiento,2,1,85.5
3004998,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,2,2,104.74
3004999,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,2,1,94.5
3005000,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,4,2,91.88
3005001,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,5,1,126.0
3005002,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Pensión completa,6,2,119.7
3005003,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,6,2,118.75
3005004,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Desayuno,4,2,124.69
3005005,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Solo alojamiento,3,3,183.75
3005006,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Solo alojamiento,3,3,118.75
3005007,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,2,1,117.0
3005008,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,5,4,139.65
3005009,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Solo alojamiento,3,4,81.22
3005010,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,3,2,115.5
3005011,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Solo alojamiento,3,1,59.85
3005012,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,4,2,87.5
3005013,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Desayuno,2,2,115.5
3005014,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Solo alojamiento,3,2,81.22
3005015,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Media pensión,4,2,132.3
3005016,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,4,2,74.81
3005017,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Media pensión,2,3,121.28
3005018,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Media pensión,5,1,99.0
3005019,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Media pensión,5,2,104.74
3005020,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Pensión completa,4,2,162.5
3005021,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,7,3,74.81
3005022,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Media pensión,5,2,115.5
3005023,1,H0009,Aureo París 1,D004,Francia,París,Media pensión,7,1,89.77
3005024,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,6,4,117.0
3005025,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Desayuno,2,1,117.0
3005026,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,5,1,94.76
3005027,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Pensión completa,5,2,67.5
3005028,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Desayuno,2,2,118.75
3005029,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,3,2,94.76
3005030,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,5,1,63.0
3005031,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Solo alojamiento,3,3,70.88
3005032,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Desayuno,4,1,99.0
3005033,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,4,2,112.81
3005034,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,3,1,154.38
3005035,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,7,4,126.0
3005036,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,4,2,99.75
3005037,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,3,2,129.67
3005038,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Media pensión,3,4,74.81
3005039,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,2,2,94.76
3005040,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,7,1,94.76
3005041,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,6,1,69.83
3005042,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,3,1,115.5
3005043,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Desayuno,4,2,99.0
3005044,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Desayuno,3,1,70.88
3005045,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Desayuno,4,2,94.76
3005046,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,7,2,104.74
3005047,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,3,2,73.5
3005048,1,H0009,Aureo París 1,D004,Francia,París,Solo alojamiento,3,2,94.5
3005049,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,2,1,104.74
3005050,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,5,2,136.5
3005051,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,4,2,69.83
3005052,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,4,2,81.22
3005053,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Media pensión,3,3,136.5
3005054,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,5,1,73.5
3005055,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Solo alojamiento,2,3,162.5
3005056,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Pensión completa,3,1,121.28
3005057,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Media pensión,5,2,78.75
3005058,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Desayuno,7,1,64.12
3005059,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Solo alojamiento,7,2,170.62
3005060,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,6,2,69.83
3005061,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,3,1,112.81
3005062,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,3,3,121.28
3005063,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Pensión completa,3,2,121.28
3005064,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,2,2,77.17
3005065,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Pensión completa,3,2,67.5
3005066,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,6,2,70.88
3005067,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,2,2,77.17
3005068,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,3,1,115.5
3005069,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,3,2,94.5
3005070,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Solo alojamiento,2,1,132.3
3005071,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,3,3,104.74
3005072,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,6,1,87.5
3005073,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Desayuno,3,2,81.22
3005074,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,6,4,122.85
3005075,1,H0001,CityStay Roma 1,D001,Italia,Roma,Solo alojamiento,3,4,99.75
3005076,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Desayuno,6,2,81.22
3005077,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,6,2,91.88
3005078,1,H0010,Sakura París 2,D004,Francia,París,Media pensión,2,2,89.77
3005079,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,3,3,82.69
3005080,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,4,2,73.5
3005081,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Solo alojamiento,7,1,170.62
3005082,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Desayuno,2,2,118.75
3005083,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Desayuno,5,1,122.85
3005084,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,6,2,89.78
3005085,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Desayuno,6,2,64.12
3005086,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Desayuno,5,1,103.95
3005087,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Media pensión,2,2,87.5
3005088,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Pensión completa,2,2,154.35
3005089,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,6,1,78.75
3005090,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,3,3,115.76
3005091,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Solo alojamiento,4,1,129.67
3005092,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,6,1,175.0
3005093,1,H0029,Sakura Valencia 1,D011,España,Valencia,Solo alojamiento,3,1,87.5
3005094,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Desayuno,2,1,129.67
3005095,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,2,2,136.5
3005096,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,2,2,87.5
3005097,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Media pensión,4,1,66.15
3005098,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Pensión completa,7,2,64.12
3005099,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Media pensión,2,2,85.5
3005100,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,5,2,94.76
3005101,1,H0018,BlueWave Londres 2,D007,Reino Unido,Londres,Solo alojamiento,4,1,121.28
3005102,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,7,4,111.15
3005103,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,3,1,104.74
3005104,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,3,2,73.5
3005105,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,5,2,99.75
3005106,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Desayuno,5,1,117.0
3005107,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Solo alojamiento,5,2,85.5
3005108,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Solo alojamiento,3,2,109.72
3005109,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Solo alojamiento,7,3,85.5
3005110,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,3,2,166.25
3005111,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Pensión completa,3,1,166.25
3005112,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,2,2,91.88
3005113,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Desayuno,6,2,132.3
3005114,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,2,3,117.0
3005115,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Pensión completa,7,2,117.0
3005116,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Desayuno,2,1,99.0
3005117,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Pensión completa,3,2,82.69
3005118,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,3,1,81.22
3005119,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Desayuno,2,2,87.5
3005120,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Media pensión,7,2,94.76
3005121,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,3,2,78.75
3005122,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Solo alojamiento,3,1,111.15
3005123,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,3,2,119.7
3005124,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,4,1,73.5
3005125,1,H0004,Duomo Florencia 1,D002,Italia,Florencia,Media pensión,4,2,124.69
3005126,1,H0010,Sakura París 2,D004,Francia,París,Media pensión,7,2,94.5
3005127,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Desayuno,2,1,115.5
3005128,1,H0031,Aureo Valencia 3,D011,España,Valencia,Pensión completa,3,1,63.0
3005129,1,H0035,Duomo Nueva York 4,D012,EEUU,Nueva York,Desayuno,4,1,132.3
3005130,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,4,2,70.88
3005131,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Solo alojamiento,2,1,59.85
3005132,1,H0010,Sakura París 2,D004,Francia,París,Desayuno,3,1,94.5
3005133,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Pensión completa,7,1,121.28
3005134,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,4,2,99.0
3005135,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Solo alojamiento,7,2,64.12
3005136,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Solo alojamiento,5,2,121.28
3005137,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Desayuno,2,3,115.5
3005138,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,2,2,99.75
3005139,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,7,1,99.75
3005140,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Pensión completa,5,1,124.69
3005141,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Desayuno,2,4,117.0
3005142,1,H0016,CityStay Oporto 3,D006,Portugal,Oporto,Desayuno,4,2,70.88
3005143,1,H0019,Atlas Londres 3,D007,Reino Unido,Londres,Desayuno,4,1,115.5
3005144,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Media pensión,2,3,83.12
3005145,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Media pensión,2,2,166.25
3005146,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,2,87.5
3005147,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Desayuno,2,2,170.62
3005148,1,H0031,Aureo Valencia 3,D011,España,Valencia,Pensión completa,5,2,66.15
3005149,1,H0017,Aureo Londres 1,D007,Reino Unido,Londres,Media pensión,5,1,115.5
3005150,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Pensión completa,3,2,147.0
3005151,1,H0021,Sakura Berlín 1,D008,Alemania,Berlín,Pensión completa,3,3,99.75
3005152,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Desayuno,7,2,104.74
3005153,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,7,3,99.75
3005154,1,H0029,Sakura Valencia 1,D011,España,Valencia,Solo alojamiento,3,1,83.12
3005155,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,2,3,82.69
3005156,1,H0002,Sakura Roma 2,D001,Italia,Roma,Media pensión,2,2,99.75
3005157,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,3,3,99.0
3005158,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Desayuno,6,2,85.5
3005159,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,4,2,99.23
3005160,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Media pensión,3,3,77.17
3005161,1,H0009,Aureo París 1,D004,Francia,París,Media pensión,3,2,94.5
3005162,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Desayuno,2,3,117.0
3005163,1,H0002,Sakura Roma 2,D001,Italia,Roma,Media pensión,4,1,99.75
3005164,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,4,3,64.12
3005165,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,7,2,81.22
3005166,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,7,1,85.5
3005167,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Solo alojamiento,4,2,132.3
3005168,1,H0029,Sakura Valencia 1,D011,España,Valencia,Solo alojamiento,3,2,91.88
3005169,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,4,1,67.5
3005170,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Pensión completa,2,3,87.5
3005171,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Media pensión,2,2,126.0
3005172,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,6,3,87.5
3005173,1,H0009,Aureo París 1,D004,Francia,París,Solo alojamiento,3,3,89.77
3005174,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,4,1,66.15
3005175,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,3,1,73.5
3005176,1,H0029,Sakura Valencia 1,D011,España,Valencia,Desayuno,2,1,91.88
3005177,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Desayuno,2,1,139.65
3005178,1,H0037,Sakura Tokio 2,D013,Japón,Tokio,Pensión completa,3,1,136.5
3005179,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Solo alojamiento,2,2,85.5
3005180,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Desayuno,7,2,81.22
3005181,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Pensión completa,3,1,126.0
3005182,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Media pensión,3,2,83.12
3005183,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Pensión completa,3,1,94.05
3005184,1,H0012,Duomo Lisboa 1,D005,Portugal,Lisboa,Solo alojamiento,5,3,67.5
3005185,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,2,3,99.75
3005186,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,2,2,83.12
3005187,1,H0009,Aureo París 1,D004,Francia,París,Pensión completa,3,1,94.5
3005188,1,H0002,Sakura Roma 2,D001,Italia,Roma,Solo alojamiento,2,2,99.75
3005189,1,H0011,Duomo París 3,D004,Francia,París,Desayuno,4,1,110.25
3005190,1,H0014,Atlas Oporto 1,D006,Portugal,Oporto,Media pensión,7,1,82.69
3005191,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,4,2,81.22
3005192,1,H0031,Aureo Valencia 3,D011,España,Valencia,Desayuno,4,3,63.0
3005193,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,2,2,111.15
3005194,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Solo alojamiento,2,1,85.5
3005195,1,H0030,Atlas Valencia 2,D011,España,Valencia,Pensión completa,3,2,77.17
3005196,1,H0015,Aureo Oporto 2,D006,Portugal,Oporto,Media pensión,2,1,67.5
3005197,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Solo alojamiento,4,3,83.12
3005198,1,H0039,Atlas Tokio 4,D013,Japón,Tokio,Solo alojamiento,2,1,154.38
3005199,1,H0009,Aureo París 1,D004,Francia,París,Media pensión,4,1,94.5
3005200,1,H0011,Duomo París 3,D004,Francia,París,Pensión completa,6,2,104.74
3005201,1,H0009,Aureo París 1,D004,Francia,París,Desayuno,3,1,94.5
3005202,1,H0003,Atlas Roma 3,D001,Italia,Roma,Pensión completa,3,2,99.75
3005203,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Media pensión,5,1,104.74
3005204,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Solo alojamiento,5,2,85.5
3005205,1,H0024,Duomo Berlín 4,D008,Alemania,Berlín,Solo alojamiento,2,3,81.22
3005206,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,6,2,147.0
3005207,1,H0002,Sakura Roma 2,D001,Italia,Roma,Desayuno,7,1,94.76
3005208,1,H0032,BlueWave Nueva York 1,D012,EEUU,Nueva York,Desayuno,4,2,175.0
3005209,1,H0029,Sakura Valencia 1,D011,España,Valencia,Pensión completa,3,1,87.5
3005210,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,4,3,94.5
3005211,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Pensión completa,4,1,82.69
3005212,1,H0010,Sakura París 2,D004,Francia,París,Pensión completa,5,4,94.5
3005213,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Media pensión,2,1,111.15
3005214,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Media pensión,2,2,85.5
3005215,1,H0005,CityStay Florencia 2,D002,Italia,Florencia,Pensión completa,3,2,81.22
3005216,1,H0033,CityStay Nueva York 2,D012,EEUU,Nueva York,Media pensión,2,2,154.35
3005217,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Solo alojamiento,2,2,91.88
3005218,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Solo alojamiento,3,2,63.0
3005219,1,H0025,Aureo Barcelona 1,D009,España,Barcelona,Desayuno,5,2,91.88
3005220,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Pensión completa,3,2,63.0
3005221,1,H0001,CityStay Roma 1,D001,Italia,Roma,Pensión completa,2,2,99.75
3005222,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,7,1,117.0
3005223,1,H0027,Aureo Sevilla 1,D010,España,Sevilla,Desayuno,6,1,63.0
3005224,1,H0028,Aureo Sevilla 2,D010,España,Sevilla,Solo alojamiento,3,2,73.5
3005225,1,H0030,Atlas Valencia 2,D011,España,Valencia,Solo alojamiento,3,1,77.17
3005226,1,H0031,Aureo Valencia 3,D011,España,Valencia,Solo alojamiento,2,3,63.0
3005227,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Desayuno,2,4,122.85
3005228,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Solo alojamiento,2,1,117.0
3005229,1,H0023,CityStay Berlín 3,D008,Alemania,Berlín,Media pensión,3,3,118.75
3005230,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,3,1,99.75
3005231,1,H0022,BlueWave Berlín 2,D008,Alemania,Berlín,Solo alojamiento,2,1,89.78
3005232,1,H0020,Atlas Londres 4,D007,Reino Unido,Londres,Solo alojamiento,3,2,103.95
3005233,1,H0036,Duomo Tokio 1,D013,Japón,Tokio,Solo alojamiento,2,2,117.0
3005234,1,H0003,Atlas Roma 3,D001,Italia,Roma,Solo alojamiento,2,2,104.74
3005235,1,H0030,Atlas Valencia 2,D011,España,Valencia,Media pensión,3,1,73.5
3005236,1,H0034,Duomo Nueva York 3,D012,EEUU,Nueva York,Pensión completa,5,2,126.0
3005237,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Pensión completa,7,2,85.5
3005238,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,2,1,81.22
3005239,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Pensión completa,5,1,99.75
3005240,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,5,3,82.69
3005241,1,H0038,Atlas Tokio 3,D013,Japón,Tokio,Media pensión,5,2,117.0
3005242,1,H0007,Duomo Venecia 1,D003,Italia,Venecia,Solo alojamiento,5,1,99.75
3005243,1,H0002,Sakura Roma 2,D001,Italia,Roma,Pensión completa,2,3,104.74
3005244,1,H0008,CityStay Venecia 2,D003,Italia,Venecia,Desayuno,2,1,94.76
3005245,1,H0013,Duomo Lisboa 2,D005,Portugal,Lisboa,Solo alojamiento,2,3,82.69
3005246,1,H0026,Sakura Barcelona 2,D009,España,Barcelona,Pensión completa,4,2,91.88
3005247,1,H0006,Sakura Florencia 3,D002,Italia,Florencia,Media pensión,2,1,85.5
3005248,1,H0031,Aureo Valencia 3,D011,España,Valencia,Media pensión,3,2,59.85
