EnvioID,FechaCreacion,FechaEntrega,ClienteID,OrigenCiudadID,DestinoCiudadID,ServicioID,EstadoID,TransportistaID,PesoKg,VolumenM3,Coste
15025905,2025-10-22,2025-10-26,CL0199,CI004,CI010,SV04,ST04,TR03,2.07,0.176,59.25
15025906,2025-10-22,2025-10-23,CL0272,CI005,CI001,SV01,ST04,TR03,5.74,0.247,38.29
15025907,2025-10-22,2025-10-24,CL0077,CI010,CI013,SV02,ST04,TR02,1.58,0.114,37.97
15025908,2025-10-22,2025-10-26,CL0335,CI013,CI011,SV04,ST04,TR02,2.62,0.101,51.2
15025909,2025-10-22,2025-10-24,CL0182,CI009,CI004,SV01,ST04,TR03,6.5,0.094,36.21
15025910,2025-10-22,2025-10-22,CL0282,CI005,CI013,SV03,ST05,TR01,1.57,0.162,54.35
15025911,2025-10-22,2025-10-25,CL0292,CI008,CI002,SV01,ST05,TR04,4.02,0.119,24.57
15025912,2025-10-22,2025-10-25,CL0156,CI005,CI006,SV04,ST04,TR03,3.56,0.112,34.28
15025913,2025-10-22,2025-10-26,CL0018,CI012,CI009,SV04,ST04,TR01,1.23,0.101,49.1
15025914,2025-10-22,2025-10-24,CL0075,CI013,CI003,SV02,ST04,TR03,2.56,0.253,61.05
15025915,2025-10-22,2025-10-24,CL0211,CI001,CI007,SV01,ST03,TR04,3.34,0.167,28.55
15025916,2025-10-22,2025-10-24,CL0359,CI010,CI006,SV01,ST05,TR04,4.94,0.088,32.81
15025917,2025-10-22,2025-10-26,CL0327,CI003,CI002,SV04,ST03,TR03,8.71,0.223,48.07
15025918,2025-10-22,2025-10-25,CL0314,CI012,CI010,SV01,ST03,TR04,1.64,0.508,103.26
15025919,2025-10-22,2025-10-24,CL0293,CI012,CI004,SV02,ST04,TR03,6.54,0.221,60.66
15025920,2025-10-22,2025-10-23,CL0337,CI011,CI003,SV02,ST04,TR01,2.96,0.419,101.55
15025921,2025-10-23,2025-10-25,CL0276,CI003,CI006,SV01,ST04,TR04,4.12,0.073,17.07
15025922,2025-10-23,2025-10-25,CL0126,CI009,CI011,SV01,ST04,TR01,3.06,0.036,20.12
15025923,2025-10-23,2025-10-25,CL0300,CI011,CI009,SV01,ST04,TR03,2.25,0.065,24.52
15025924,2025-10-23,2025-10-23,CL0241,CI005,CI007,SV03,ST04,TR01,3.81,0.787,114.84
15025925,2025-10-23,2025-10-24,CL0042,CI001,CI011,SV03,ST03,TR02,2.21,0.162,50.05
15025926,2025-10-23,2025-10-28,CL0171,CI011,CI013,SV04,ST04,TR04,2.82,0.258,75.24
15025927,2025-10-23,2025-10-27,CL0065,CI001,CI002,SV04,ST04,TR04,6.2,0.061,28.9
15025928,2025-10-23,2025-10-25,CL0134,CI003,CI007,SV02,ST04,TR01,1.13,0.104,19.95
15025929,2025-10-23,2025-10-23,CL0084,CI001,CI006,SV03,ST04,TR02,3.39,0.05,21.58
15025930,2025-10-23,2025-10-24,CL0232,CI011,CI007,SV02,ST04,TR04,5.32,0.178,56.53
15025931,2025-10-23,2025-10-25,CL0261,CI004,CI003,SV01,ST04,TR02,2.02,0.119,21.6
15025932,2025-10-23,2025-10-24,CL0273,CI001,CI010,SV03,ST05,TR02,2.75,0.086,40.82
15025933,2025-10-23,2025-10-25,CL0278,CI004,CI005,SV02,ST01,TR03,10.03,0.295,49.33
15025934,2025-10-23,2025-10-26,CL0055,CI008,CI012,SV01,ST06,TR02,2.75,0.141,41.82
15025935,2025-10-23,2025-10-25,CL0196,CI013,CI001,SV02,ST04,TR01,3.08,0.141,41.33
15025936,2025-10-23,2025-10-26,CL0233,CI006,CI003,SV01,ST04,TR03,8.47,0.059,20.2
15025937,2025-10-23,2025-10-24,CL0070,CI013,CI003,SV03,ST04,TR04,15.14,0.217,77.77
15025938,2025-10-23,2025-10-25,CL0171,CI005,CI007,SV01,ST04,TR04,2.17,0.144,24.73
15025939,2025-10-23,2025-10-24,CL0215,CI011,CI005,SV02,ST04,TR01,3.16,0.304,74.92
15025940,2025-10-23,2025-10-24,CL0195,CI005,CI007,SV03,ST04,TR04,2.54,0.285,45.59
15025941,2025-10-23,2025-10-26,CL0207,CI007,CI009,SV01,ST04,TR03,2.6,0.178,44.38
15025942,2025-10-23,2025-10-25,CL0314,CI003,CI005,SV02,ST01,TR01,3.44,0.145,28.0
15025943,2025-10-23,2025-10-25,CL0096,CI007,CI004,SV01,ST04,TR02,3.19,0.095,20.76
15025944,2025-10-23,2025-10-25,CL0185,CI002,CI003,SV01,ST04,TR02,8.06,0.252,42.99
15025945,2025-10-23,2025-10-26,CL0271,CI001,CI007,SV02,ST01,TR01,3.79,0.151,30.48
15025946,2025-10-23,2025-10-24,CL0174,CI009,CI012,SV02,ST04,TR03,3.35,0.458,104.76
15025947,2025-10-23,2025-10-27,CL0272,CI001,CI003,SV01,ST03,TR02,7.92,0.112,26.07
15025948,2025-10-23,2025-10-24,CL0227,CI012,CI001,SV02,ST04,TR01,4.14,0.144,43.33
15025949,2025-10-23,2025-10-24,CL0282,CI005,CI012,SV02,ST04,TR02,6.67,0.196,56.27
15025950,2025-10-23,2025-10-24,CL0135,CI001,CI003,SV02,ST04,TR04,2.03,0.349,53.77
15025951,2025-10-23,2025-10-26,CL0083,CI012,CI004,SV01,ST04,TR03,3.49,0.328,76.8
15025952,2025-10-23,2025-10-27,CL0134,CI003,CI013,SV04,ST04,TR02,5.06,0.142,63.16
15025953,2025-10-23,2025-10-23,CL0279,CI008,CI011,SV03,ST04,TR01,1.44,0.087,37.18
15025954,2025-10-23,2025-10-26,CL0059,CI002,CI010,SV01,ST04,TR02,5.04,0.233,60.79
15025955,2025-10-23,2025-10-27,CL0321,CI002,CI010,SV04,ST04,TR01,3.76,0.198,69.03
15025956,2025-10-23,2025-10-26,CL0380,CI004,CI006,SV04,ST04,TR03,1.71,0.225,42.31
15025957,2025-10-23,2025-10-28,CL0310,CI007,CI008,SV04,ST04,TR04,6.33,0.226,48.82
15025958,2025-10-23,2025-10-27,CL0136,CI010,CI006,SV04,ST04,TR01,2.82,0.176,60.28
15025959,2025-10-24,2025-10-25,CL0290,CI011,CI010,SV02,ST03,TR03,4.66,0.15,47.51
15025960,2025-10-24,2025-10-25,CL0271,CI010,CI006,SV02,ST05,TR01,3.58,0.094,33.44
15025961,2025-10-24,2025-10-29,CL0078,CI002,CI007,SV04,ST05,TR02,2.54,0.223,45.05
15025962,2025-10-24,2025-10-26,CL0047,CI009,CI005,SV01,ST04,TR03,4.67,0.147,41.56
15025963,2025-10-24,2025-10-26,CL0024,CI001,CI007,SV02,ST04,TR03,2.13,0.161,30.17
15025964,2025-10-24,2025-10-25,CL0136,CI006,CI012,SV01,ST02,TR04,7.69,0.106,42.24
15025965,2025-10-24,2025-10-26,CL0331,CI001,CI013,SV01,ST05,TR02,7.14,0.157,49.23
15025966,2025-10-24,2025-10-29,CL0114,CI003,CI007,SV04,ST04,TR04,4.57,0.07,27.09
15025967,2025-10-24,2025-10-28,CL0180,CI004,CI005,SV01,ST04,TR01,4.17,0.069,16.66
15025968,2025-10-24,2025-10-25,CL0195,CI006,CI003,SV02,ST04,TR01,19.72,0.131,38.92
15025969,2025-10-24,2025-10-25,CL0036,CI002,CI009,SV02,ST04,TR04,1.52,0.085,32.03
15025970,2025-10-24,2025-10-26,CL0358,CI012,CI001,SV02,ST04,TR04,1.0,0.138,41.93
15025971,2025-10-24,2025-10-26,CL0002,CI001,CI013,SV02,ST04,TR03,2.81,0.075,30.45
15025972,2025-10-24,2025-11-01,CL0365,CI003,CI009,SV04,ST04,TR03,5.05,0.323,99.63
15025973,2025-10-24,2025-10-29,CL0207,CI006,CI004,SV04,ST02,TR02,10.32,0.225,52.29
15025974,2025-10-24,2025-10-27,CL0095,CI011,CI010,SV01,ST04,TR03,4.91,0.087,32.57
15025975,2025-10-24,2025-10-25,CL0038,CI010,CI003,SV02,ST03,TR04,3.22,0.049,26.04
15025976,2025-10-24,2025-10-25,CL0377,CI004,CI001,SV02,ST04,TR02,8.68,0.201,41.4
15025977,2025-10-24,2025-10-25,CL0311,CI011,CI004,SV01,ST05,TR02,2.07,0.331,75.33
15025978,2025-10-24,2025-10-26,CL0292,CI008,CI007,SV02,ST01,TR01,4.69,0.273,46.71
15025979,2025-10-24,2025-10-25,CL0255,CI004,CI003,SV02,ST04,TR01,4.34,0.042,15.62
15025980,2025-10-24,2025-10-25,CL0169,CI013,CI009,SV02,ST04,TR04,3.28,0.161,47.64
15025981,2025-10-24,2025-10-24,CL0021,CI012,CI013,SV03,ST04,TR04,2.82,0.045,29.55
15025982,2025-10-24,2025-10-25,CL0221,CI006,CI008,SV02,ST04,TR02,1.38,0.261,42.07
15025983,2025-10-24,2025-10-26,CL0287,CI008,CI011,SV02,ST04,TR02,1.47,0.089,31.2
15025984,2025-10-25,2025-10-28,CL0346,CI002,CI003,SV02,ST04,TR01,4.0,0.079,21.61
15025985,2025-10-25,2025-10-26,CL0084,CI007,CI011,SV02,ST04,TR04,1.58,0.147,42.5
15025986,2025-10-25,2025-10-25,CL0378,CI002,CI011,SV03,ST04,TR01,3.23,0.233,67.79
15025987,2025-10-25,2025-10-26,CL0183,CI005,CI009,SV03,ST04,TR02,1.83,0.107,39.5
15025988,2025-10-25,2025-10-27,CL0075,CI005,CI009,SV02,ST02,TR01,5.35,0.257,72.5
15025989,2025-10-25,2025-10-25,CL0143,CI010,CI002,SV03,ST04,TR04,7.37,0.091,48.81
15025990,2025-10-25,2025-10-26,CL0296,CI006,CI005,SV02,ST04,TR03,2.31,0.407,55.5
15025991,2025-10-25,2025-10-26,CL0092,CI001,CI003,SV02,ST03,TR02,3.12,0.253,38.63
15025992,2025-10-25,2025-10-27,CL0290,CI010,CI003,SV02,ST04,TR01,2.42,0.184,50.81
15025993,2025-10-25,2025-10-25,CL0164,CI012,CI003,SV01,ST04,TR04,2.59,0.11,33.65
15025994,2025-10-25,2025-10-27,CL0112,CI008,CI009,SV01,ST04,TR01,2.26,0.154,41.62
15025995,2025-10-25,2025-10-28,CL0053,CI010,CI011,SV01,ST04,TR01,1.28,0.093,29.92
15025996,2025-10-25,2025-10-25,CL0028,CI002,CI012,SV03,ST05,TR03,3.58,0.094,43.68
15025997,2025-10-25,2025-10-26,CL0041,CI009,CI007,SV03,ST04,TR04,6.62,0.113,49.63
15025998,2025-10-25,2025-10-27,CL0127,CI002,CI013,SV01,ST04,TR04,1.12,0.121,31.96
15025999,2025-10-25,2025-10-29,CL0356,CI001,CI005,SV04,ST04,TR01,3.19,0.112,32.31
15026000,2025-10-26,2025-10-28,CL0167,CI004,CI011,SV01,ST04,TR01,9.4,0.069,35.58
15026001,2025-10-26,2025-10-28,CL0368,CI002,CI012,SV02,ST04,TR04,2.64,0.128,42.4
15026002,2025-10-26,2025-10-27,CL0370,CI002,CI011,SV03,ST04,TR01,3.08,0.107,41.21
15026003,2025-10-26,2025-10-28,CL0380,CI012,CI003,SV02,ST04,TR01,0.92,0.094,32.94
15026004,2025-10-26,2025-10-29,CL0041,CI001,CI006,SV01,ST04,TR01,3.79,0.163,27.05
15026005,2025-10-26,2025-10-29,CL0031,CI009,CI005,SV01,ST04,TR04,3.37,0.118,36.31
15026006,2025-10-26,2025-10-27,CL0074,CI011,CI002,SV02,ST04,TR02,3.35,0.19,53.3
15026007,2025-10-26,2025-10-28,CL0143,CI011,CI004,SV02,ST04,TR01,6.75,0.123,47.6
15026008,2025-10-26,2025-10-28,CL0179,CI012,CI003,SV02,ST04,TR01,6.74,0.143,46.7
15026009,2025-10-26,2025-10-26,CL0348,CI007,CI012,SV03,ST04,TR04,4.06,0.135,50.17
15026010,2025-10-26,2025-10-29,CL0361,CI008,CI004,SV01,ST04,TR02,1.85,0.488,69.01
15026011,2025-10-26,2025-10-28,CL0272,CI013,CI009,SV01,ST02,TR02,1.76,0.09,27.18
15026012,2025-10-26,2025-10-28,CL0375,CI005,CI011,SV02,ST06,TR03,3.6,0.066,31.35
15026013,2025-10-26,2025-10-28,CL0160,CI004,CI005,SV01,ST04,TR04,6.64,0.306,48.2
15026014,2025-10-26,2025-10-30,CL0042,CI004,CI002,SV04,ST04,TR04,2.1,0.054,23.15
15026015,2025-10-26,2025-10-31,CL0349,CI002,CI009,SV04,ST04,TR04,4.79,0.204,71.67
15026016,2025-10-26,2025-10-26,CL0009,CI012,CI010,SV03,ST04,TR01,3.92,0.106,46.62
15026017,2025-10-26,2025-10-30,CL0281,CI008,CI004,SV04,ST04,TR02,1.78,0.028,22.01
15026018,2025-10-26,2025-10-28,CL0263,CI009,CI013,SV01,ST04,TR02,3.35,0.105,33.78
15026019,2025-10-26,2025-10-28,CL0251,CI012,CI007,SV01,ST05,TR01,7.73,0.161,53.39
15026020,2025-10-26,2025-10-28,CL0369,CI005,CI007,SV02,ST04,TR02,11.33,0.106,30.42
15026021,2025-10-26,2025-10-26,CL0199,CI008,CI004,SV03,ST04,TR04,1.92,0.116,27.15
15026022,2025-10-27,2025-10-28,CL0351,CI005,CI007,SV03,ST04,TR01,2.2,0.307,52.84
15026023,2025-10-27,2025-10-28,CL0013,CI004,CI001,SV02,ST04,TR03,4.08,0.05,16.31
15026024,2025-10-27,2025-10-29,CL0093,CI005,CI003,SV02,ST04,TR01,1.74,0.343,47.71
15026025,2025-10-27,2025-10-30,CL0078,CI007,CI010,SV01,ST04,TR03,5.94,0.162,46.03
15026026,2025-10-27,2025-10-27,CL0131,CI005,CI011,SV02,ST04,TR01,5.5,0.064,32.21
15026027,2025-10-27,2025-10-29,CL0012,CI006,CI002,SV01,ST04,TR04,10.82,0.464,74.46
15026028,2025-10-27,2025-10-27,CL0202,CI002,CI005,SV03,ST05,TR02,5.89,0.174,39.57
15026029,2025-10-27,2025-10-30,CL0008,CI013,CI002,SV01,ST04,TR04,2.58,0.227,53.29
15026030,2025-10-27,2025-10-28,CL0213,CI004,CI012,SV02,ST04,TR01,3.5,0.322,78.86
15026031,2025-10-27,2025-10-28,CL0238,CI012,CI013,SV03,ST04,TR03,1.47,0.252,68.9
15026032,2025-10-27,2025-10-29,CL0219,CI002,CI005,SV02,ST02,TR01,5.19,0.253,44.66
15026033,2025-10-27,2025-10-28,CL0139,CI013,CI012,SV02,ST04,TR01,1.34,0.11,35.05
15026034,2025-10-27,2025-10-29,CL0143,CI004,CI013,SV01,ST04,TR02,2.49,0.192,46.79
15026035,2025-10-27,2025-10-29,CL0161,CI009,CI007,SV02,ST04,TR04,2.78,0.226,59.4
15026036,2025-10-27,2025-10-29,CL0360,CI005,CI009,SV02,ST04,TR01,4.03,0.065,30.28
15026037,2025-10-27,2025-11-01,CL0322,CI004,CI013,SV04,ST04,TR02,4.55,0.161,63.06
15026038,2025-10-27,2025-10-30,CL0212,CI007,CI011,SV02,ST02,TR03,9.43,0.153,54.96
15026039,2025-10-27,2025-11-01,CL0282,CI008,CI008,SV04,ST04,TR03,3.42,0.209,44.16
15026040,2025-10-27,2025-10-29,CL0093,CI003,CI011,SV01,ST04,TR01,4.18,0.232,56.4
15026041,2025-10-28,2025-10-29,CL0331,CI009,CI011,SV02,ST04,TR02,3.97,0.099,38.56
15026042,2025-10-28,2025-10-28,CL0091,CI009,CI012,SV03,ST04,TR03,1.39,0.114,44.4
15026043,2025-10-28,2025-10-29,CL0357,CI012,CI009,SV02,ST05,TR01,4.21,0.197,53.09
15026044,2025-10-28,2025-10-29,CL0162,CI010,CI003,SV02,ST05,TR01,10.97,0.148,59.02
15026045,2025-10-28,2025-10-30,CL0286,CI004,CI011,SV01,ST04,TR03,1.66,0.12,34.23
15026046,2025-10-28,2025-10-30,CL0211,CI012,CI010,SV02,ST01,TR01,7.61,0.105,45.27
15026047,2025-10-28,2025-10-29,CL0080,CI003,CI001,SV02,ST04,TR04,3.74,0.152,30.56
15026048,2025-10-28,2025-11-01,CL0045,CI007,CI004,SV01,ST04,TR02,2.44,0.085,17.9
15026049,2025-10-28,2025-10-31,CL0242,CI007,CI001,SV01,ST06,TR01,2.19,0.173,29.64
15026050,2025-10-28,2025-10-29,CL0205,CI007,CI006,SV02,ST06,TR01,2.37,0.097,22.34
15026051,2025-10-28,2025-10-30,CL0373,CI007,CI011,SV01,ST03,TR01,2.2,0.22,51.5
15026052,2025-10-28,2025-10-29,CL0086,CI002,CI008,SV02,ST04,TR02,5.86,0.331,55.12
15026053,2025-10-28,2025-10-30,CL0138,CI008,CI007,SV02,ST04,TR03,3.4,0.261,41.88
15026054,2025-10-28,2025-10-28,CL0186,CI004,CI008,SV03,ST04,TR04,11.33,0.176,40.68
15026055,2025-10-28,2025-10-30,CL0240,CI008,CI007,SV02,ST04,TR04,2.72,0.114,22.45
15026056,2025-10-28,2025-10-29,CL0290,CI005,CI003,SV03,ST04,TR04,3.54,0.276,47.81
15026057,2025-10-28,2025-10-31,CL0008,CI009,CI005,SV01,ST01,TR02,3.04,0.11,34.3
15026058,2025-10-28,2025-10-29,CL0164,CI011,CI009,SV02,ST04,TR04,1.86,0.351,82.07
15026059,2025-10-28,2025-10-30,CL0367,CI007,CI013,SV02,ST04,TR04,1.89,0.247,65.25
15026060,2025-10-28,2025-10-30,CL0037,CI001,CI005,SV02,ST04,TR01,1.24,0.143,27.06
15026061,2025-10-28,2025-10-30,CL0246,CI012,CI005,SV01,ST04,TR01,4.59,0.124,37.26
15026062,2025-10-28,2025-10-30,CL0291,CI002,CI001,SV01,ST04,TR04,4.09,0.09,18.98
15026063,2025-10-28,2025-11-02,CL0207,CI010,CI003,SV04,ST01,TR02,5.64,0.065,46.2
15026064,2025-10-28,2025-10-29,CL0267,CI013,CI010,SV02,ST04,TR02,2.03,0.117,37.39
15026065,2025-10-28,2025-10-29,CL0034,CI013,CI009,SV03,ST04,TR03,15.0,0.091,54.6
15026066,2025-10-28,2025-10-31,CL0246,CI010,CI010,SV01,ST04,TR04,2.17,0.172,26.69
15026067,2025-10-28,2025-10-30,CL0329,CI010,CI005,SV01,ST04,TR01,1.68,0.076,27.1
15026068,2025-10-28,2025-10-29,CL0259,CI013,CI004,SV02,ST04,TR03,6.22,0.314,81.24
15026069,2025-10-28,2025-10-29,CL0340,CI008,CI005,SV02,ST04,TR03,2.62,0.544,78.89
15026070,2025-10-28,2025-10-29,CL0069,CI009,CI010,SV03,ST04,TR01,2.7,0.186,36.25
15026071,2025-10-28,2025-10-31,CL0179,CI003,CI002,SV01,ST04,TR03,2.86,0.075,16.22
15026072,2025-10-28,2025-10-31,CL0192,CI011,CI004,SV01,ST04,TR02,2.52,0.116,34.7
15026073,2025-10-28,2025-10-30,CL0098,CI010,CI009,SV02,ST04,TR03,0.48,0.151,26.05
15026074,2025-10-28,2025-10-30,CL0338,CI008,CI013,SV01,ST04,TR03,6.6,0.064,32.12
15026075,2025-10-28,2025-10-28,CL0177,CI009,CI011,SV03,ST04,TR03,4.22,0.169,56.92
15026076,2025-10-28,2025-10-29,CL0302,CI013,CI003,SV03,ST02,TR03,1.42,0.187,53.53
15026077,2025-10-29,2025-10-31,CL0101,CI002,CI013,SV02,ST04,TR02,4.32,0.09,37.28
15026078,2025-10-29,2025-10-30,CL0319,CI009,CI010,SV02,ST03,TR04,3.3,0.238,39.03
15026079,2025-10-29,2025-10-30,CL0228,CI001,CI010,SV03,ST02,TR01,1.5,0.075,36.71
15026080,2025-10-29,2025-11-02,CL0363,CI004,CI003,SV01,ST02,TR03,6.93,0.34,52.54
15026081,2025-10-29,2025-11-01,CL0035,CI005,CI001,SV01,ST06,TR03,3.28,0.129,23.93
15026082,2025-10-29,2025-10-30,CL0376,CI001,CI006,SV02,ST04,TR04,2.86,0.278,43.43
15026083,2025-10-29,2025-10-31,CL0174,CI010,CI002,SV02,ST04,TR01,4.22,0.093,34.14
15026084,2025-10-29,2025-11-01,CL0109,CI005,CI002,SV01,ST04,TR03,10.79,0.052,20.38
15026085,2025-10-29,2025-10-30,CL0200,CI005,CI001,SV01,ST04,TR03,7.49,0.235,40.44
15026086,2025-10-29,2025-11-01,CL0004,CI006,CI007,SV01,ST04,TR04,2.2,0.19,30.28
15026087,2025-10-29,2025-11-01,CL0332,CI010,CI006,SV01,ST04,TR02,5.88,0.265,71.55
15026088,2025-10-29,2025-10-30,CL0209,CI003,CI009,SV03,ST04,TR04,1.96,0.491,115.49
15026089,2025-10-29,2025-10-31,CL0159,CI003,CI004,SV02,ST05,TR03,4.34,0.128,25.43
15026090,2025-10-29,2025-10-31,CL0292,CI013,CI003,SV01,ST03,TR04,4.17,0.1,34.0
15026091,2025-10-29,2025-11-01,CL0157,CI013,CI009,SV01,ST04,TR03,1.42,0.128,37.19
15026092,2025-10-29,2025-10-30,CL0282,CI013,CI006,SV02,ST04,TR02,2.57,0.13,40.66
15026093,2025-10-29,2025-10-31,CL0021,CI013,CI004,SV02,ST01,TR01,8.36,0.191,60.71
15026094,2025-10-29,2025-10-30,CL0297,CI011,CI013,SV02,ST04,TR02,2.98,0.085,32.61
15026095,2025-10-29,2025-10-30,CL0019,CI002,CI008,SV02,ST04,TR01,1.63,0.131,25.92
15026096,2025-10-29,2025-10-30,CL0054,CI001,CI004,SV01,ST04,TR04,3.63,0.218,36.67
15026097,2025-10-29,2025-10-31,CL0099,CI012,CI006,SV01,ST04,TR03,2.79,0.088,28.23
15026098,2025-10-29,2025-10-30,CL0099,CI004,CI010,SV02,ST04,TR02,3.84,0.326,80.12
15026099,2025-10-29,2025-11-01,CL0255,CI007,CI004,SV01,ST04,TR04,2.28,0.112,22.04
15026100,2025-10-29,2025-11-02,CL0023,CI001,CI002,SV04,ST04,TR04,1.95,0.076,28.22
15026101,2025-10-29,2025-10-29,CL0209,CI009,CI013,SV03,ST04,TR01,9.94,0.081,48.27
15026102,2025-10-29,2025-10-31,CL0092,CI013,CI010,SV01,ST02,TR02,2.97,0.105,34.9
15026103,2025-10-29,2025-10-30,CL0309,CI003,CI009,SV02,ST01,TR04,1.96,0.076,27.94
15026104,2025-10-29,2025-10-31,CL0031,CI010,CI012,SV02,ST03,TR04,2.37,0.128,41.99
15026105,2025-10-29,2025-10-29,CL0256,CI012,CI004,SV03,ST04,TR04,1.71,0.094,40.86
15026106,2025-10-29,2025-10-31,CL0341,CI007,CI001,SV02,ST04,TR03,5.71,0.094,22.72
15026107,2025-10-29,2025-10-30,CL0045,CI009,CI006,SV02,ST02,TR01,3.48,0.12,42.05
15026108,2025-10-29,2025-11-04,CL0184,CI003,CI006,SV04,ST03,TR02,4.81,0.101,32.45
15026109,2025-10-29,2025-11-01,CL0299,CI002,CI011,SV01,ST04,TR03,4.16,0.11,35.91
15026110,2025-10-30,2025-11-01,CL0056,CI009,CI011,SV02,ST04,TR04,0.68,0.057,25.12
15026111,2025-10-30,2025-10-31,CL0295,CI013,CI011,SV03,ST04,TR03,2.51,0.465,105.73
15026112,2025-10-30,2025-10-31,CL0038,CI004,CI001,SV01,ST05,TR01,1.82,0.113,20.7
15026113,2025-10-30,2025-11-05,CL0314,CI003,CI008,SV04,ST04,TR03,14.11,0.058,35.66
15026114,2025-10-30,2025-11-03,CL0276,CI002,CI012,SV01,ST03,TR03,1.89,0.139,38.21
15026115,2025-10-30,2025-11-01,CL0117,CI011,CI002,SV02,ST03,TR03,5.79,0.102,41.92
15026116,2025-10-30,2025-10-31,CL0031,CI004,CI008,SV02,ST03,TR04,4.23,0.166,31.23
15026117,2025-10-30,2025-11-03,CL0210,CI005,CI012,SV04,ST03,TR02,2.96,0.098,51.11
15026118,2025-10-30,2025-10-31,CL0118,CI001,CI003,SV02,ST04,TR03,3.07,0.084,20.34
15026119,2025-10-30,2025-10-31,CL0340,CI001,CI013,SV02,ST01,TR04,2.99,0.061,29.42
15026120,2025-10-30,2025-10-31,CL0147,CI001,CI012,SV02,ST05,TR01,5.19,0.101,38.87
15026121,2025-10-30,2025-10-31,CL0327,CI011,CI010,SV02,ST04,TR04,2.0,0.129,37.67
15026122,2025-10-30,2025-11-01,CL0038,CI010,CI013,SV02,ST03,TR03,6.49,0.152,48.0
15026123,2025-10-30,2025-11-01,CL0355,CI005,CI002,SV02,ST04,TR03,4.45,0.448,65.27
15026124,2025-10-30,2025-11-02,CL0073,CI009,CI011,SV01,ST04,TR04,3.36,0.229,57.61
15026125,2025-10-30,2025-10-31,CL0083,CI005,CI010,SV03,ST04,TR04,1.17,0.155,49.84
15026126,2025-10-30,2025-10-30,CL0149,CI012,CI010,SV03,ST06,TR01,1.37,0.29,79.86
15026127,2025-10-30,2025-10-31,CL0260,CI004,CI011,SV03,ST06,TR04,0.98,0.166,54.27
15026128,2025-10-30,2025-11-01,CL0021,CI010,CI007,SV01,ST04,TR04,2.51,0.148,42.87
15026129,2025-10-30,2025-11-01,CL0072,CI004,CI002,SV01,ST04,TR04,1.44,0.115,20.6
15026130,2025-10-30,2025-11-01,CL0074,CI012,CI003,SV02,ST03,TR02,3.0,0.162,47.42
15026131,2025-10-30,2025-10-30,CL0040,CI005,CI009,SV03,ST04,TR01,2.97,0.088,39.57
15026132,2025-10-30,2025-11-01,CL0306,CI004,CI007,SV02,ST04,TR04,1.84,0.165,27.51
15026133,2025-10-30,2025-10-31,CL0350,CI010,CI008,SV02,ST04,TR04,1.75,0.309,73.85
15026134,2025-10-30,2025-11-01,CL0107,CI004,CI005,SV02,ST04,TR01,2.49,0.08,20.31
15026135,2025-10-30,2025-11-05,CL0122,CI005,CI010,SV04,ST03,TR03,4.65,0.092,47.46
15026136,2025-10-30,2025-10-31,CL0282,CI006,CI004,SV02,ST04,TR03,14.27,0.098,32.1
15026137,2025-10-30,2025-10-31,CL0117,CI002,CI005,SV02,ST02,TR02,1.84,0.058,16.12
15026138,2025-10-30,2025-10-31,CL0254,CI010,CI006,SV02,ST04,TR03,3.08,0.122,39.86
15026139,2025-10-30,2025-11-03,CL0107,CI010,CI007,SV01,ST03,TR01,0.91,0.14,38.84
15026140,2025-10-30,2025-11-02,CL0118,CI002,CI003,SV04,ST06,TR03,3.47,0.094,28.88
15026141,2025-10-30,2025-11-02,CL0372,CI010,CI006,SV01,ST04,TR04,4.2,0.072,30.11
15026142,2025-10-30,2025-11-01,CL0172,CI001,CI013,SV02,ST04,TR02,2.16,0.155,42.63
15026143,2025-10-31,2025-11-02,CL0049,CI007,CI012,SV02,ST04,TR02,2.8,0.055,27.92
15026144,2025-10-31,2025-11-01,CL0353,CI010,CI004,SV03,ST04,TR03,3.3,0.32,80.36
15026145,2025-10-31,2025-11-01,CL0060,CI005,CI010,SV02,ST03,TR03,2.74,0.159,46.47
15026146,2025-10-31,2025-11-03,CL0337,CI009,CI011,SV01,ST04,TR04,1.72,0.373,82.89
15026147,2025-10-31,2025-11-02,CL0326,CI002,CI009,SV01,ST06,TR04,1.83,0.157,43.66
15026148,2025-10-31,2025-11-02,CL0053,CI002,CI003,SV01,ST04,TR02,4.47,0.063,17.94
15026149,2025-10-31,2025-11-02,CL0272,CI011,CI006,SV02,ST04,TR01,0.53,0.107,34.97
15026150,2025-10-31,2025-11-01,CL0262,CI009,CI013,SV03,ST03,TR01,1.24,0.122,45.79
15026151,2025-10-31,2025-11-02,CL0142,CI005,CI003,SV02,ST02,TR03,2.43,0.483,67.65
15026152,2025-10-31,2025-11-01,CL0180,CI003,CI013,SV03,ST04,TR02,2.78,0.08,35.88
15026153,2025-10-31,2025-11-06,CL0059,CI009,CI012,SV04,ST04,TR01,2.09,0.225,71.81
15026154,2025-10-31,2025-11-03,CL0249,CI004,CI005,SV01,ST03,TR01,3.16,0.204,31.18
15026155,2025-10-31,2025-11-02,CL0344,CI006,CI003,SV02,ST04,TR04,4.76,0.027,15.02
15026156,2025-10-31,2025-11-01,CL0298,CI011,CI011,SV02,ST04,TR02,2.8,0.135,24.91
15026157,2025-10-31,2025-11-04,CL0161,CI007,CI003,SV01,ST04,TR04,2.63,0.263,37.46
